ID,height(cm),weight(kg)
user_4948,158.3,68.9
user_4949,164.7,96.0
user_4950,170.4,106.8
user_4951,137.1,76.5
user_4952,163.8,64.0
user_4953,161.2,78.0
user_4954,135.8,88.0
user_4955,155.9,69.2
user_4956,141.5,99.2
user_4957,167.8,61.4
user_4958,133.8,95.7
user_4959,175.7,60.4
user_4960,141.1,60.3
user_4961,158.2,74.2
user_4962,150.5,94.5
user_4963,163.5,83.5
user_4964,187.1,71.6
user_4965,163.2,80.3
user_4966,158.2,62.8
user_4967,160.1,72.9
user_4968,158.8,93.3
user_4969,135.3,66.8
user_4970,155.8,99.1
user_4971,135.1,92.7
user_4972,153.5,81.7
user_4973,148.9,80.4
user_4974,187.8,109.8
user_4975,158.8,74.7
user_4976,149.1,97.4
user_4977,172.1,85.3
user_4978,139.7,78.6
user_4979,138.4,63.3
user_4980,171.7,93.3
user_4981,176.6,79.4
user_4982,152.0,95.2
user_4983,157.7,83.6
user_4984,138.9,98.8
user_4985,137.4,109.7
user_4986,176.1,86.6
user_4987,131.1,81.1
user_4988,180.9,88.6
user_4989,158.9,77.0
user_4990,132.4,72.7
user_4991,139.4,68.0
user_4992,154.2,99.5
user_4993,161.9,109.1
user_4994,136.2,62.0
user_4995,130.3,85.8
user_4996,154.4,107.8
user_4997,140.6,64.0
user_4998,142.8,95.0
user_4999,167.4,82.2
user_5000,168.6,74.1
user_5001,136.0,70.0
user_5002,154.8,97.4
user_5003,154.5,69.2
user_5004,155.4,91.6
user_5005,167.9,77.9
user_5006,131.8,82.9
user_5007,133.8,89.1
user_5008,139.6,72.8
user_5009,170.0,97.1
user_5010,131.5,86.1
user_5011,131.8,87.3
user_5012,131.2,106.4
user_5013,176.4,85.6
user_5014,174.3,93.0
user_5015,140.1,66.1
user_5016,131.3,95.0
user_5017,141.3,104.2
user_5018,167.3,96.8
user_5019,168.4,74.6
user_5020,140.0,81.8
user_5021,162.0,94.0
user_5022,158.7,73.4
user_5023,150.1,67.9
user_5024,152.5,79.4
user_5025,176.4,94.5
user_5026,159.9,61.0
user_5027,159.0,78.9
user_5028,141.0,88.4
user_5029,158.6,74.8
user_5030,183.6,81.3
user_5031,139.2,101.3
user_5032,139.0,79.5
user_5033,137.7,86.2
user_5034,141.5,74.4
user_5035,138.0,86.8
user_5036,170.0,106.8
user_5037,154.5,72.4
user_5038,170.0,97.6
user_5039,154.9,83.0
user_5040,130.9,61.6
user_5041,138.2,77.0
user_5042,155.6,72.0
user_5043,141.5,105.4
user_5044,148.1,67.5
user_5045,135.2,72.3
user_5046,171.2,98.6
user_5047,165.4,71.2
user_5048,159.1,93.4
user_5049,146.3,91.6
user_5050,168.9,99.9
user_5051,168.2,73.7
user_5052,161.2,75.1
user_5053,137.9,76.5
user_5054,176.2,92.2
user_5055,163.0,78.3
user_5056,156.7,62.3
user_5057,158.9,96.2
user_5058,172.0,100.9
user_5059,166.9,78.6
user_5060,156.6,91.0
user_5061,143.3,107.3
user_5062,165.5,67.0
user_5063,172.1,97.0
user_5064,130.2,80.2
user_5065,148.1,75.4
user_5066,136.3,98.3
user_5067,169.6,73.7
user_5068,146.3,77.2
user_5069,140.8,81.9
user_5070,136.0,66.1
user_5071,157.9,103.0
user_5072,140.3,91.4
user_5073,145.5,96.2
user_5074,163.6,65.3
user_5075,171.7,97.9
user_5076,161.7,68.5
user_5077,170.6,87.6
user_5078,167.2,89.2
user_5079,150.7,86.5
user_5080,159.3,68.8
user_5081,130.4,63.8
user_5082,154.1,63.9
user_5083,164.0,76.6
user_5084,149.1,80.1
user_5085,163.1,87.0
user_5086,142.0,69.0
user_5087,173.2,63.9
user_5088,168.7,93.2
user_5089,161.1,69.4
user_5090,162.0,94.1
user_5091,152.7,66.1
user_5092,140.1,69.2
user_5093,153.5,67.6
user_5094,165.2,68.0
user_5095,136.2,100.5
user_5096,135.4,74.2
user_5097,150.0,93.0
user_5098,149.8,60.5
user_5099,159.6,62.8
user_5100,171.3,79.2
user_5101,165.4,66.6
user_5102,153.5,72.9
user_5103,139.0,84.9
user_5104,167.9,89.3
user_5105,169.2,72.5
user_5106,135.5,84.7
user_5107,146.8,85.5
user_5108,156.7,71.2
user_5109,167.3,66.5
user_5110,157.3,86.3
user_5111,134.8,80.2
user_5112,147.1,85.0
user_5113,145.7,71.2
user_5114,162.4,97.0
user_5115,139.4,71.4
user_5116,147.5,77.1
user_5117,158.9,80.6
user_5118,146.6,82.8
user_5119,148.2,100.6
user_5120,148.0,67.0
user_5121,141.9,74.8
user_5122,133.7,79.9
user_5123,173.9,107.6
user_5124,150.0,65.1
user_5125,184.3,74.0
user_5126,130.2,75.9
user_5127,178.3,96.6
user_5128,142.9,74.7
user_5129,134.9,65.3
user_5130,148.0,73.6
user_5131,139.6,93.8
user_5132,163.7,69.0
user_5133,171.3,86.3
user_5134,186.7,100.6
user_5135,160.2,62.9
user_5136,178.3,76.3
user_5137,170.7,81.5
user_5138,188.7,98.2
user_5139,184.4,95.2
user_5140,163.6,108.8
user_5141,151.1,97.6
user_5142,134.2,79.5
user_5143,151.9,87.5
user_5144,143.6,90.1
user_5145,177.6,96.5
user_5146,151.0,102.8
user_5147,139.9,81.2
user_5148,148.8,95.4
user_5149,180.3,69.9
user_5150,136.1,91.8
user_5151,141.3,95.3
user_5152,135.0,80.3
user_5153,137.4,93.2
user_5154,158.1,75.7
user_5155,133.4,81.4
user_5156,147.1,80.2
user_5157,143.8,81.1
user_5158,146.3,87.3
user_5159,185.5,93.9
user_5160,133.7,66.7
user_5161,135.7,92.4
user_5162,133.1,102.7
user_5163,181.3,83.3
user_5164,182.6,87.7
user_5165,143.6,68.0
user_5166,134.9,103.4
user_5167,162.5,85.1
user_5168,131.5,65.7
user_5169,138.1,92.0
user_5170,162.0,93.7
user_5171,135.0,98.0
user_5172,180.2,77.1
user_5173,165.9,86.6
user_5174,160.0,96.5
user_5175,175.5,97.0
user_5176,164.2,107.1
user_5177,145.1,97.4
user_5178,136.4,70.0
user_5179,162.8,88.7
user_5180,136.0,103.5
user_5181,167.7,96.2
user_5182,147.0,71.3
user_5183,143.6,95.5
user_5184,155.3,63.9
user_5185,155.9,79.0
user_5186,187.5,68.1
user_5187,152.5,61.6
user_5188,162.9,77.6
user_5189,141.3,89.5
user_5190,132.0,93.4
user_5191,157.3,76.1
user_5192,178.4,90.0
user_5193,151.7,76.5
user_5194,178.6,82.9
user_5195,157.6,98.8
user_5196,153.8,99.7
user_5197,172.0,68.4
user_5198,161.4,99.7
user_5199,157.3,91.7
user_5200,168.2,71.0
user_5201,181.1,86.0
user_5202,154.7,70.2
user_5203,164.9,70.1
user_5204,144.1,81.9
user_5205,152.3,64.4
user_5206,152.4,95.1
user_5207,135.5,84.7
user_5208,177.4,86.4
user_5209,152.8,80.0
user_5210,184.3,73.5
user_5211,136.8,76.6
user_5212,169.4,62.4
user_5213,148.0,95.8
user_5214,137.0,87.3
user_5215,133.0,64.4
user_5216,148.5,83.2
user_5217,154.0,96.9
user_5218,156.8,78.1
user_5219,130.6,88.5
user_5220,179.5,97.5
user_5221,159.0,105.0
user_5222,161.8,84.6
user_5223,148.9,65.1
user_5224,130.8,100.8
user_5225,146.1,109.5
user_5226,138.3,91.5
user_5227,137.8,77.3
user_5228,157.7,88.5
user_5229,157.1,106.9
user_5230,163.4,64.2
user_5231,158.7,69.4
user_5232,151.4,71.2
user_5233,162.2,93.7
user_5234,160.5,69.5
user_5235,155.8,94.4
user_5236,148.4,63.7
user_5237,166.8,101.0
user_5238,148.8,76.6
user_5239,161.6,94.4
user_5240,148.1,63.3
user_5241,159.4,101.4
user_5242,171.6,78.2
user_5243,148.5,87.3
user_5244,149.0,60.0
user_5245,160.0,65.7
user_5246,155.2,96.0
user_5247,157.8,74.9
user_5248,167.7,62.6
user_5249,180.8,81.0
user_5250,160.6,86.1
user_5251,184.5,61.2
user_5252,170.0,105.2
user_5253,161.3,99.0
user_5254,153.8,83.7
user_5255,189.6,76.6
user_5256,155.1,78.3
user_5257,135.2,73.6
user_5258,144.2,95.2
user_5259,146.9,60.4
user_5260,144.4,72.8
user_5261,151.6,97.9
user_5262,154.5,81.9
user_5263,145.2,67.4
user_5264,133.8,84.1
user_5265,171.6,72.2
user_5266,152.7,75.8
user_5267,148.7,79.9
user_5268,142.2,79.8
user_5269,161.4,61.3
user_5270,143.1,83.4
user_5271,148.1,89.1
user_5272,148.0,68.8
user_5273,153.1,81.4
user_5274,157.3,68.1
user_5275,152.1,89.8
user_5276,157.5,82.3
user_5277,147.3,88.6
user_5278,156.1,97.1
user_5279,148.0,95.3
user_5280,136.7,97.7
user_5281,163.7,103.8
user_5282,142.0,98.4
user_5283,158.0,63.3
user_5284,150.0,91.0
user_5285,142.6,95.9
user_5286,184.6,77.8
user_5287,145.8,98.2
user_5288,165.9,80.9
user_5289,181.7,80.9
user_5290,152.9,104.1
user_5291,158.1,67.5
user_5292,147.6,74.0
user_5293,152.5,63.4
user_5294,162.2,91.5
user_5295,135.4,105.2
user_5296,172.1,68.1
user_5297,167.7,96.6
user_5298,151.3,101.4
user_5299,149.7,93.0
user_5300,152.5,91.1
user_5301,179.4,81.4
user_5302,134.2,87.9
user_5303,162.9,85.4
user_5304,175.9,63.9
user_5305,148.1,85.5
user_5306,163.6,100.6
user_5307,144.7,77.6
user_5308,172.7,70.1
user_5309,149.9,103.3
user_5310,152.7,81.6
user_5311,143.4,85.5
user_5312,145.9,77.8
user_5313,151.9,78.6
user_5314,135.2,107.2
user_5315,170.6,72.7
user_5316,171.5,99.9
user_5317,180.3,89.3
user_5318,157.7,101.9
user_5319,164.3,100.4
user_5320,137.3,74.2
user_5321,137.1,83.7
user_5322,136.3,103.7
user_5323,135.8,96.8
user_5324,161.0,97.5
user_5325,161.3,68.9
user_5326,159.3,91.2
user_5327,153.6,73.7
user_5328,147.3,83.6
user_5329,167.1,101.3
user_5330,172.0,90.7
user_5331,138.0,99.8
user_5332,143.2,93.1
user_5333,166.5,101.1
user_5334,149.6,82.2
user_5335,170.6,87.1
user_5336,166.2,71.7
user_5337,163.4,66.5
user_5338,145.5,78.1
user_5339,171.0,106.9
user_5340,158.4,63.1
user_5341,158.6,63.7
user_5342,144.3,61.4
user_5343,132.3,67.0
user_5344,156.2,72.1
user_5345,158.4,73.8
user_5346,131.8,83.7
user_5347,162.4,61.3
user_5348,150.2,77.3
user_5349,133.2,90.9
user_5350,139.3,88.4
user_5351,157.1,79.2
user_5352,142.1,88.9
user_5353,168.2,60.7
user_5354,132.8,91.7
user_5355,161.0,79.9
user_5356,173.3,71.2
user_5357,151.1,64.7
user_5358,146.7,89.2
user_5359,166.5,62.0
user_5360,137.7,68.9
user_5361,158.2,108.9
user_5362,138.2,70.4
user_5363,158.0,68.6
user_5364,165.5,97.2
user_5365,161.7,83.4
user_5366,175.3,101.9
user_5367,155.3,73.2
user_5368,131.0,83.2
user_5369,156.4,82.1
user_5370,162.2,61.7
user_5371,149.6,70.1
user_5372,162.4,101.8
user_5373,137.6,78.6
user_5374,143.1,99.2
user_5375,139.2,98.4
user_5376,137.6,108.6
user_5377,140.1,79.5
user_5378,155.0,107.7
user_5379,139.8,73.0
user_5380,138.6,109.8
user_5381,177.0,68.2
user_5382,157.8,87.4
user_5383,143.2,80.7
user_5384,137.6,89.8
user_5385,155.4,74.7
user_5386,144.1,104.2
user_5387,153.2,95.0
user_5388,154.9,77.9
user_5389,178.5,105.7
user_5390,138.3,69.4
user_5391,137.8,102.0
user_5392,152.3,83.9
user_5393,150.5,74.0
user_5394,165.2,88.9
user_5395,135.6,89.4
user_5396,154.0,94.4
user_5397,132.8,105.3
user_5398,158.8,100.1
user_5399,131.2,83.5
user_5400,143.6,92.0
user_5401,150.2,64.4
user_5402,165.0,73.0
user_5403,146.3,77.5
user_5404,141.5,97.0
user_5405,132.4,60.5
user_5406,144.8,81.0
user_5407,139.3,99.5
user_5408,163.6,98.7
user_5409,155.4,85.8
user_5410,135.0,108.3
user_5411,153.4,74.1
user_5412,136.9,74.5
user_5413,157.4,69.9
user_5414,160.5,94.8
user_5415,162.8,88.5
user_5416,158.1,69.2
user_5417,139.0,70.9
user_5418,150.6,70.0
user_5419,155.5,85.4
user_5420,181.7,75.4
user_5421,180.0,79.6
user_5422,140.8,107.1
user_5423,148.8,91.1
user_5424,140.5,89.4
user_5425,156.6,95.4
user_5426,162.6,81.2
user_5427,165.6,96.4
user_5428,153.7,92.1
user_5429,184.8,96.4
user_5430,152.5,104.2
user_5431,134.7,73.0
user_5432,135.5,79.2
user_5433,146.5,103.3
user_5434,184.6,70.2
user_5435,141.2,76.9
user_5436,172.5,102.2
user_5437,148.3,66.1
user_5438,141.0,87.9
user_5439,172.4,83.8
user_5440,178.2,68.2
user_5441,133.9,96.7
user_5442,136.9,94.2
user_5443,136.5,69.0
user_5444,134.1,68.5
user_5445,146.9,62.1
user_5446,169.1,63.4
user_5447,152.2,63.3
user_5448,153.9,86.4
user_5449,153.4,74.8
user_5450,163.5,87.8
user_5451,160.2,82.4
user_5452,150.3,66.5
user_5453,144.0,82.4
user_5454,156.6,87.6
user_5455,188.0,82.5
user_5456,172.3,64.2
user_5457,143.8,65.3
user_5458,167.7,78.5
user_5459,163.3,78.6
user_5460,178.2,98.0
user_5461,170.7,76.8
user_5462,137.3,100.0
user_5463,180.9,83.8
user_5464,154.2,73.2
user_5465,189.5,89.3
user_5466,142.9,83.6
user_5467,166.5,94.3
user_5468,141.2,106.0
user_5469,188.7,91.7
user_5470,185.7,82.1
user_5471,135.1,94.0
user_5472,149.6,93.4
user_5473,138.0,71.0
user_5474,165.1,79.5
user_5475,156.7,85.2
user_5476,172.8,81.2
user_5477,158.8,63.0
user_5478,160.2,82.5
user_5479,183.5,102.7
user_5480,139.4,95.0
user_5481,181.3,80.5
user_5482,158.7,69.6
user_5483,152.7,62.2
user_5484,184.2,109.0
user_5485,162.6,93.8
user_5486,163.7,71.5
user_5487,148.0,80.7
user_5488,146.3,64.9
user_5489,175.3,76.6
user_5490,172.8,75.7
user_5491,131.3,79.2
user_5492,166.7,96.8
user_5493,149.8,95.9
user_5494,165.5,103.7
user_5495,142.8,72.1
user_5496,168.9,89.2
user_5497,165.7,86.8
user_5498,135.1,63.7
user_5499,159.1,80.2
user_5500,131.0,81.3
user_5501,146.8,91.0
user_5502,156.2,64.0
user_5503,147.6,78.3
user_5504,144.6,69.9
user_5505,137.0,86.4
user_5506,166.4,89.4
user_5507,149.4,103.0
user_5508,144.9,81.3
user_5509,155.9,100.0
user_5510,187.0,76.3
user_5511,153.3,75.4
user_5512,176.6,72.6
user_5513,153.3,91.2
user_5514,179.8,79.9
user_5515,160.9,90.3
user_5516,148.9,106.1
user_5517,133.1,92.0
user_5518,148.3,73.7
user_5519,150.1,85.1
user_5520,143.6,82.8
user_5521,147.4,77.7
user_5522,173.6,83.0
user_5523,137.8,109.9
user_5524,155.1,74.6
user_5525,151.3,70.4
user_5526,163.7,99.7
user_5527,132.2,80.7
user_5528,163.6,79.3
user_5529,174.9,87.1
user_5530,175.7,97.6
user_5531,163.1,99.1
user_5532,134.2,67.2
user_5533,179.7,99.8
user_5534,134.1,104.7
user_5535,145.7,67.5
user_5536,136.4,98.5
user_5537,147.9,85.1
user_5538,133.1,71.5
user_5539,172.8,90.3
user_5540,149.4,91.2
user_5541,147.0,93.1
user_5542,146.7,81.4
user_5543,144.9,61.7
user_5544,141.5,76.5
user_5545,160.4,84.7
user_5546,155.3,100.1
user_5547,156.2,97.0
user_5548,169.7,100.8
user_5549,179.0,88.9
user_5550,138.6,67.1
user_5551,138.1,76.8
user_5552,132.7,80.3
user_5553,157.9,94.7
user_5554,152.3,103.7
user_5555,162.8,64.1
user_5556,154.4,75.9
user_5557,142.1,61.1
user_5558,158.6,74.4
user_5559,151.7,102.3
user_5560,138.5,106.5
user_5561,180.5,93.8
user_5562,138.0,81.8
user_5563,158.3,81.1
user_5564,155.5,62.4
user_5565,162.1,63.2
user_5566,167.4,74.7
user_5567,179.3,87.1
user_5568,152.4,83.2
user_5569,148.8,95.9
user_5570,141.2,86.0
user_5571,149.7,98.0
user_5572,136.6,85.2
user_5573,176.7,95.8
user_5574,140.2,69.9
user_5575,149.0,96.6
user_5576,161.8,94.5
user_5577,142.2,72.4
user_5578,137.4,95.3
user_5579,133.1,82.8
user_5580,189.2,101.9
user_5581,155.6,85.9
user_5582,138.9,71.7
user_5583,166.1,79.6
user_5584,133.5,107.4
user_5585,169.5,66.3
user_5586,142.9,108.7
user_5587,162.8,106.1
user_5588,146.7,77.0
user_5589,174.7,98.7
user_5590,160.7,101.7
user_5591,133.9,103.5
user_5592,150.0,85.4
user_5593,144.8,89.9
user_5594,148.8,84.5
user_5595,161.7,79.4
user_5596,134.1,68.3
user_5597,150.2,76.1
user_5598,137.0,102.0
user_5599,157.0,61.7
user_5600,148.5,61.8
user_5601,140.2,63.2
user_5602,162.1,105.2
user_5603,135.5,61.5
user_5604,130.6,91.4
user_5605,139.5,82.5
user_5606,156.4,84.0
user_5607,151.9,79.9
user_5608,151.2,77.3
user_5609,141.1,103.8
user_5610,169.4,88.1
user_5611,133.6,94.5
user_5612,137.9,65.5
user_5613,165.4,84.4
user_5614,160.5,94.4
user_5615,170.5,107.9
user_5616,144.4,85.0
user_5617,167.5,86.1
user_5618,160.1,97.8
user_5619,146.9,91.9
user_5620,140.5,95.1
user_5621,160.8,76.1
user_5622,145.2,82.2
user_5623,150.2,98.0
user_5624,178.1,71.2
user_5625,159.8,61.9
user_5626,171.6,60.4
user_5627,151.5,103.5
user_5628,148.4,96.7
user_5629,166.7,93.8
user_5630,163.3,87.7
user_5631,151.9,64.7
user_5632,168.6,92.5
user_5633,141.8,65.6
user_5634,149.1,75.4
user_5635,172.8,89.4
user_5636,147.8,105.1
user_5637,155.3,62.5
user_5638,176.3,108.6
user_5639,141.7,91.7
user_5640,147.3,60.0
user_5641,183.2,103.7
user_5642,161.4,91.4
user_5643,148.8,71.0
user_5644,162.7,95.6
user_5645,173.7,98.7
user_5646,152.4,86.8
user_5647,146.2,96.3
user_5648,137.0,63.5
user_5649,170.8,87.3
user_5650,143.6,105.0
user_5651,150.1,91.3
user_5652,162.9,80.0
user_5653,179.0,85.6
user_5654,138.8,103.5
user_5655,156.6,89.1
user_5656,164.9,79.7
user_5657,132.9,80.4
user_5658,137.2,93.3
user_5659,162.0,81.7
user_5660,186.5,105.0
user_5661,157.0,60.3
user_5662,146.6,76.8
user_5663,138.1,95.6
user_5664,144.0,105.4
user_5665,135.7,91.6
user_5666,134.3,104.0
user_5667,135.9,84.5
user_5668,150.3,80.3
user_5669,138.3,88.4
user_5670,131.9,79.3
user_5671,169.8,72.6
user_5672,165.1,79.7
user_5673,160.5,78.2
user_5674,178.6,84.5
user_5675,141.5,72.1
user_5676,161.6,63.8
user_5677,143.7,65.3
user_5678,142.9,98.6
user_5679,147.7,83.9
user_5680,130.1,73.9
user_5681,155.3,76.3
user_5682,174.2,81.4
user_5683,165.7,65.8
user_5684,150.9,95.1
user_5685,151.0,69.2
user_5686,165.9,102.5
user_5687,169.3,78.6
user_5688,160.1,95.4
user_5689,160.9,62.4
user_5690,186.2,89.3
user_5691,149.6,60.6
user_5692,139.4,90.4
user_5693,172.0,98.3
user_5694,135.2,74.1
user_5695,174.8,74.6
user_5696,160.2,87.4
user_5697,139.1,84.3
user_5698,157.5,102.9
user_5699,170.3,63.6
user_5700,150.1,84.5
user_5701,160.7,83.5
user_5702,160.4,102.1
user_5703,136.6,95.3
user_5704,163.4,99.0
user_5705,134.0,65.2
user_5706,154.8,81.3
user_5707,140.8,104.9
user_5708,167.7,93.0
user_5709,142.2,91.9
user_5710,131.1,98.1
user_5711,152.5,107.3
user_5712,170.5,74.1
user_5713,133.6,79.9
user_5714,167.7,77.4
user_5715,173.0,60.8
user_5716,159.5,85.5
user_5717,147.8,84.0
user_5718,152.7,68.6
user_5719,172.3,66.9
user_5720,137.9,84.5
user_5721,132.3,88.0
user_5722,190.0,75.1
user_5723,131.7,95.5
user_5724,155.0,67.5
user_5725,150.0,109.3
user_5726,144.8,64.9
user_5727,157.2,70.8
user_5728,137.4,75.8
user_5729,173.0,60.4
user_5730,133.4,86.5
user_5731,140.4,101.4
user_5732,150.4,90.9
user_5733,161.5,62.9
user_5734,154.7,79.3
user_5735,165.2,92.9
user_5736,150.6,85.3
user_5737,183.2,92.7
user_5738,172.7,76.1
user_5739,146.5,60.3
user_5740,132.2,96.2
user_5741,150.1,67.6
user_5742,132.5,104.0
user_5743,157.4,107.5
user_5744,156.3,100.1
user_5745,133.7,78.6
user_5746,176.6,62.3
user_5747,146.0,107.4
user_5748,161.1,69.3
user_5749,148.6,83.1
user_5750,144.0,77.6
user_5751,139.4,85.8
user_5752,136.5,73.9
user_5753,155.3,79.8
user_5754,164.5,88.1
user_5755,133.7,104.1
user_5756,162.1,102.4
user_5757,144.8,91.7
user_5758,137.5,100.3
user_5759,183.5,75.2
user_5760,148.9,96.4
user_5761,173.7,103.7
user_5762,141.0,78.5
user_5763,171.7,87.4
user_5764,145.1,108.7
user_5765,153.9,109.2
user_5766,170.8,93.7
user_5767,171.6,79.6
user_5768,149.9,77.7
user_5769,184.3,69.2
user_5770,132.0,103.8
user_5771,141.4,61.9
user_5772,152.4,102.2
user_5773,150.7,93.2
user_5774,169.9,91.9
user_5775,157.8,77.5
user_5776,146.9,72.4
user_5777,142.7,74.4
user_5778,167.6,109.8
user_5779,157.8,104.3
user_5780,149.4,69.3
user_5781,160.2,94.1
user_5782,136.2,64.5
user_5783,168.6,69.4
user_5784,147.6,104.3
user_5785,167.6,63.0
user_5786,152.1,80.0
user_5787,151.7,90.0
user_5788,148.6,84.8
user_5789,161.7,77.1
user_5790,167.1,108.8
user_5791,175.8,90.3
user_5792,139.6,75.0
user_5793,151.2,105.3
user_5794,149.8,82.0
user_5795,160.1,91.6
user_5796,169.0,102.5
user_5797,141.2,84.2
user_5798,181.3,97.7
user_5799,143.3,69.1
user_5800,178.5,91.8
user_5801,156.8,71.7
user_5802,139.3,62.1
user_5803,168.9,105.2
user_5804,151.4,62.0
user_5805,139.2,93.5
user_5806,133.3,95.1
user_5807,136.9,66.6
user_5808,160.1,80.0
user_5809,153.3,103.9
user_5810,162.7,67.9
user_5811,140.7,73.0
user_5812,134.9,69.3
user_5813,146.5,88.2
user_5814,155.0,64.4
user_5815,157.6,103.7
user_5816,164.5,77.7
user_5817,141.4,99.5
user_5818,146.0,70.9
user_5819,138.4,96.7
user_5820,153.0,79.7
user_5821,130.6,79.3
user_5822,161.1,74.3
user_5823,160.6,75.3
user_5824,177.9,66.5
user_5825,133.4,64.1
user_5826,142.1,83.5
user_5827,173.2,78.6
user_5828,173.6,100.4
user_5829,139.8,76.0
user_5830,172.1,100.6
user_5831,133.0,70.7
user_5832,138.6,74.7
user_5833,136.1,75.2
user_5834,170.8,60.7
user_5835,141.2,86.7
user_5836,150.9,91.7
user_5837,142.7,105.6
user_5838,157.6,79.6
user_5839,172.8,62.5
user_5840,156.3,78.0
user_5841,177.6,88.6
user_5842,143.4,85.0
user_5843,160.6,62.8
user_5844,141.9,65.3
user_5845,169.6,72.8
user_5846,131.7,76.5
user_5847,144.5,76.8
user_5848,163.2,82.7
user_5849,139.6,60.2
user_5850,160.8,63.0
user_5851,145.9,81.3
user_5852,169.1,88.2
user_5853,166.6,87.1
user_5854,152.1,88.2
user_5855,146.1,108.7
user_5856,167.3,75.5
user_5857,152.4,99.5
user_5858,159.2,90.1
user_5859,134.5,102.8
user_5860,146.8,79.4
user_5861,180.3,107.7
user_5862,141.1,63.3
user_5863,132.6,74.4
user_5864,168.8,92.8
user_5865,164.8,77.8
user_5866,135.8,95.7
user_5867,140.9,108.2
user_5868,145.2,82.7
user_5869,170.0,77.8
user_5870,175.8,90.2
user_5871,174.5,82.3
user_5872,184.9,62.4
user_5873,163.0,86.4
user_5874,178.5,83.4
user_5875,170.8,89.4
user_5876,171.2,89.9
user_5877,166.8,89.7
user_5878,140.9,76.2
user_5879,176.2,63.8
user_5880,160.7,73.2
user_5881,179.6,97.9
user_5882,168.1,101.0
user_5883,130.9,70.1
user_5884,160.4,79.7
user_5885,150.8,72.5
user_5886,146.9,101.2
user_5887,139.2,102.4
user_5888,167.9,82.4
user_5889,150.2,75.1
user_5890,145.3,92.4
user_5891,186.5,105.0
user_5892,141.2,66.7
user_5893,166.9,67.9
user_5894,153.7,62.2
user_5895,171.0,93.5
user_5896,144.3,69.5
user_5897,165.9,81.0
user_5898,164.3,63.4
user_5899,174.7,85.8
user_5900,139.5,61.7
user_5901,156.8,108.8
user_5902,157.1,104.8
user_5903,178.0,79.4
user_5904,151.4,97.7
user_5905,132.5,87.7
user_5906,144.6,104.9
user_5907,146.4,79.6
user_5908,151.3,84.5
user_5909,135.9,83.5
user_5910,154.2,71.1
user_5911,186.6,106.4
user_5912,165.5,76.0
user_5913,132.1,63.0
user_5914,133.6,90.5
user_5915,149.5,71.5
user_5916,173.9,106.7
user_5917,159.3,91.5
user_5918,160.2,102.4
user_5919,137.7,76.0
user_5920,165.0,76.9
user_5921,134.4,76.0
user_5922,179.7,96.2
user_5923,133.6,68.5
user_5924,165.3,103.4
user_5925,137.9,98.6
user_5926,149.8,65.0
user_5927,138.6,86.2
user_5928,159.5,87.2
user_5929,143.9,91.7
user_5930,144.1,105.7
user_5931,163.9,68.6
user_5932,153.8,105.8
user_5933,145.7,75.3
user_5934,142.7,81.4
user_5935,131.4,67.8
user_5936,140.4,77.0
user_5937,159.0,67.0
user_5938,151.4,91.0
user_5939,139.1,91.3
user_5940,159.7,68.8
user_5941,169.7,79.8
user_5942,156.8,60.8
user_5943,146.5,61.7
user_5944,132.2,65.7
user_5945,187.2,72.4
user_5946,131.6,91.3
user_5947,169.8,91.7
user_5948,132.7,86.8
user_5949,175.1,107.2
user_5950,130.6,78.4
user_5951,164.6,79.9
user_5952,159.8,97.1
user_5953,144.6,77.1
user_5954,141.9,66.4
user_5955,137.3,75.3
user_5956,135.0,63.4
user_5957,159.6,89.0
user_5958,184.9,103.6
user_5959,132.1,87.3
user_5960,139.4,96.9
user_5961,141.5,79.2
user_5962,147.7,97.7
user_5963,148.7,65.1
user_5964,169.2,69.2
user_5965,168.4,92.8
user_5966,147.9,75.9
user_5967,150.5,91.1
user_5968,149.5,85.9
user_5969,152.8,104.8
user_5970,147.9,71.0
user_5971,151.5,80.9
user_5972,137.3,70.8
user_5973,182.1,78.9
user_5974,174.3,72.7
user_5975,154.3,80.1
user_5976,187.3,71.7
user_5977,132.2,60.2
user_5978,144.0,86.6
user_5979,132.8,90.8
user_5980,133.3,70.3
user_5981,170.7,100.7
user_5982,134.8,70.1
user_5983,135.6,103.6
user_5984,172.8,66.0
user_5985,138.8,83.0
user_5986,175.3,62.1
user_5987,156.7,89.9
user_5988,139.7,99.9
user_5989,153.8,93.9
user_5990,134.6,72.0
user_5991,160.1,96.1
user_5992,156.6,103.9
user_5993,164.3,104.0
user_5994,157.5,88.0
user_5995,182.1,90.5
user_5996,147.1,90.9
user_5997,158.9,96.1
user_5998,140.0,96.9
user_5999,176.3,107.0
user_6000,143.4,81.4
user_6001,152.9,62.6
user_6002,149.7,67.6
user_6003,135.0,74.7
user_6004,181.9,69.4
user_6005,162.7,72.1
user_6006,132.5,88.0
user_6007,162.0,66.4
user_6008,189.9,102.0
user_6009,160.3,67.9
user_6010,138.2,94.4
user_6011,186.8,65.7
user_6012,176.7,74.8
user_6013,146.3,91.1
user_6014,164.7,64.7
user_6015,163.9,90.6
user_6016,159.1,82.6
user_6017,140.4,84.0
user_6018,158.2,80.2
user_6019,149.5,82.2
user_6020,174.0,91.1
user_6021,132.9,80.9
user_6022,138.9,74.0
