학교명,시도,학교세부유형,일반학급_학생수_계,교원수_총계_계
심석중학교,경기,일반중학교,805,53
교문중학교,경기,일반중학교,495,43
갈매중학교,경기,일반중학교,753,55
구리여자중학교,경기,일반중학교,246,29
남양주다산중학교,경기,일반중학교,1107,71
구리중학교,경기,일반중학교,241,26
금곡중학교,경기,일반중학교,226,29
다산한강중학교,경기,일반중학교,689,49
덕소중학교,경기,일반중학교,592,50
도농중학교,경기,일반중학교,545,44
동구중학교,경기,일반중학교,754,58
진접중학교,경기,일반중학교,601,50
마석중학교,경기,일반중학교,900,63
미금중학교,경기,일반중학교,334,31
별내중학교,경기,일반중학교,480,40
송라중학교,경기,일반중학교,845,64
오남중학교,경기,일반중학교,462,40
와부중학교,경기,일반중학교,728,51
인창중학교,경기,일반중학교,854,69
장자중학교,경기,일반중학교,570,43
진건중학교,경기,일반중학교,413,40
토평중학교,경기,일반중학교,476,43
퇴계원중학교,경기,일반중학교,600,50
다산새봄중학교,경기,일반중학교,800,50
호평중학교,경기,일반중학교,800,64
화광중학교,경기,일반중학교,401,29
장내중학교,경기,일반중학교,766,56
평내중학교,경기,일반중학교,630,53
하랑중학교,경기,일반중학교,224,19
광동중학교,경기,일반중학교,645,49
동화중학교,경기,일반중학교,580,40
양오중학교,경기,일반중학교,510,44
어람중학교,경기,일반중학교,653,55
판곡중학교,경기,일반중학교,978,73
광릉중학교,경기,일반중학교,233,28
예봉중학교,경기,일반중학교,632,51
수동중학교,경기,일반중학교,135,21
천마중학교,경기,일반중학교,557,41
한별중학교,경기,일반중학교,864,55
연세중학교,경기,일반중학교,63,17
가운중학교,경기,일반중학교,243,30
풍양중학교,경기,일반중학교,1149,77
주곡중학교,경기,일반중학교,749,55
송양중학교,경기,일반중학교,860,64
훈민중학교,경기,일반중학교,306,29
금오중학교,경기,일반중학교,325,31
민락중학교,경기,일반중학교,690,51
발곡중학교,경기,일반중학교,755,63
부용중학교,경기,일반중학교,659,51
신곡중학교,경기,일반중학교,785,70
다온중학교,경기,일반중학교,285,28
경민여자중학교,경기,일반중학교,318,28
의정부여자중학교,경기,일반중학교,306,27
의정부중학교,경기,일반중학교,307,32
천보중학교,경기,일반중학교,800,65
충의중학교,경기,일반중학교,855,59
호원중학교,경기,일반중학교,843,65
효자중학교,경기,일반중학교,594,52
회룡중학교,경기,일반중학교,677,52
녹양중학교,경기,일반중학교,360,32
동암중학교,경기,일반중학교,696,54
솔뫼중학교,경기,일반중학교,422,40
경민중학교,경기,일반중학교,358,30
한가람중학교,경기,일반중학교,941,60
선유중학교,경기,일반중학교,562,42
법원여자중학교,경기,일반중학교,62,16
금릉중학교,경기,일반중학교,762,57
교하중학교,경기,일반중학교,777,51
산내중학교,경기,일반중학교,970,65
산들중학교,경기,일반중학교,973,57
운정중학교,경기,일반중학교,909,63
금촌중학교,경기,일반중학교,625,47
문산북중학교,경기,일반중학교,318,27
두일중학교,경기,일반중학교,630,47
문산중학교,경기,일반중학교,747,57
봉일천중학교,경기,일반중학교,713,55
탄현중학교,경기,일반중학교,237,23
어유중학교,경기,일반중학교,32,16
지산중학교,경기,일반중학교,1033,64
파평중학교,경기,일반중학교,39,15
심학중학교,경기,일반중학교,295,28
광탄중학교,경기,일반중학교,188,24
문산동중학교,경기,일반중학교,178,17
문산수억중학교,경기,일반중학교,487,34
삼광중학교,경기,일반중학교,135,17
율곡중학교,경기,일반중학교,82,19
파주광일중학교,경기,일반중학교,194,23
파주중학교,경기,일반중학교,153,17
한빛중학교,경기,일반중학교,1052,61
동패중학교,경기,일반중학교,1080,76
해솔중학교,경기,일반중학교,678,46
옥빛중학교,경기,일반중학교,1147,83
고암중학교,경기,일반중학교,515,40
덕계중학교,경기,일반중학교,488,41
덕정중학교,경기,일반중학교,389,32
생연중학교,경기,일반중학교,553,45
송내중앙중학교,경기,일반중학교,438,42
양주백석중학교,경기,일반중학교,545,49
삼숭중학교,경기,일반중학교,891,65
회천중학교,경기,일반중학교,378,34
덕현중학교,경기,일반중학교,1026,68
남문중학교,경기,일반중학교,180,19
동두천여자중학교,경기,일반중학교,338,31
동두천중학교,경기,일반중학교,318,28
한빛누리중학교,경기,일반중학교,347,33
신흥중학교,경기,일반중학교,336,28
옥정중학교,경기,일반중학교,1214,79
조양중학교,경기,일반중학교,259,29
갈월중학교,경기,일반중학교,211,23
경북중학교,경기,일반중학교,55,19
관인중학교,경기,일반중학교,21,14
내촌중학교,경기,일반중학교,27,17
대경중학교,경기,일반중학교,343,33
송우중학교,경기,일반중학교,524,41
삼성중학교,경기,일반중학교,30,18
영북중학교,경기,일반중학교,110,20
영중중학교,경기,일반중학교,59,16
이동중학교,경기,일반중학교,84,17
일동중학교,경기,일반중학교,262,25
포천여자중학교,경기,일반중학교,386,33
포천중학교,경기,일반중학교,442,38
동남중학교,경기,일반중학교,410,30
가평중학교,경기,일반중학교,502,43
청평중학교,경기,일반중학교,208,25
설악중학교,경기,일반중학교,171,24
조종중학교,경기,일반중학교,226,23
가평북중학교,경기,일반중학교,32,16
군남중학교,경기,일반중학교,35,17
대광중학교,경기,일반중학교,22,14
백학중학교,경기,일반중학교,47,16
연천중학교,경기,일반중학교,83,18
전곡중학교,경기,일반중학교,560,46
청산중학교,경기,일반중학교,36,16
강원대학교사범대학부설고등학교,강원,일반고등학교,730,68
가곡고등학교,강원,일반고등학교,3,7
간동고등학교,강원,일반고등학교,45,11
갑천고등학교,강원,일반고등학교,41,10
강릉제일고등학교,강원,일반고등학교,451,49
강릉고등학교,강원,일반고등학교,516,55
강릉여자고등학교,강원,일반고등학교,678,74
경포고등학교,강원,일반고등학교,511,57
고한고등학교,강원,일반고등학교,54,10
고성고등학교,강원,일반고등학교,222,34
기린고등학교,강원,일반고등학교,68,16
대화고등학교,강원,일반고등학교,83,18
김화고등학교,강원,일반고등학교,174,25
도계고등학교,강원,일반고등학교,113,21
내면고등학교,강원,일반고등학교,15,10
대진고등학교,강원,일반고등학교,17,11
둔내고등학교,강원,일반고등학교,57,11
마차고등학교,강원,일반고등학교,44,12
묵호고등학교,강원,일반고등학교,462,57
봉평고등학교,강원,일반고등학교,98,17
봉의고등학교,강원,일반고등학교,743,78
북원여자고등학교,강원,일반고등학교,1020,92
문막고등학교,강원,일반고등학교,221,26
북평고등학교,강원,일반고등학교,543,57
사북고등학교,강원,일반고등학교,125,19
삼척여자고등학교,강원,일반고등학교,417,49
북평여자고등학교,강원,일반고등학교,469,55
사내고등학교,강원,일반고등학교,93,19
신철원고등학교,강원,일반고등학교,235,36
삼척고등학교,강원,일반고등학교,370,40
양구여자고등학교,강원,일반고등학교,168,29
양구고등학교,강원,일반고등학교,193,26
상동고등학교,강원,일반고등학교,3,10
서석고등학교,강원,일반고등학교,46,11
속초고등학교,강원,일반고등학교,669,64
속초여자고등학교,강원,일반고등학교,652,65
신남고등학교,강원,일반고등학교,47,9
안흥고등학교,강원,일반고등학교,31,10
양양고등학교,강원,일반고등학교,404,49
인제고등학교,강원,일반고등학교,168,24
여량고등학교,강원,일반고등학교,14,10
영월고등학교,강원,일반고등학교,271,34
원덕고등학교,강원,일반고등학교,25,11
원주고등학교,강원,일반고등학교,948,80
원주여자고등학교,강원,일반고등학교,933,78
원통고등학교,강원,일반고등학교,197,27
임계고등학교,강원,일반고등학교,22,10
진부고등학교,강원,일반고등학교,143,22
장성여자고등학교,강원,일반고등학교,311,40
정선고등학교,강원,일반고등학교,263,35
철원여자고등학교,강원,일반고등학교,228,34
주문진고등학교,강원,일반고등학교,207,28
철암고등학교,강원,일반고등학교,44,11
철원고등학교,강원,일반고등학교,221,32
춘천고등학교,강원,일반고등학교,788,75
춘천여자고등학교,강원,일반고등학교,806,85
치악고등학교,강원,일반고등학교,864,77
평창고등학교,강원,일반고등학교,268,32
홍천고등학교,강원,일반고등학교,454,47
홍천여자고등학교,강원,일반고등학교,464,52
화천고등학교,강원,일반고등학교,199,27
횡성여자고등학교,강원,일반고등학교,340,40
황지고등학교,강원,일반고등학교,375,45
횡성고등학교,강원,일반고등학교,331,41
강릉명륜고등학교,강원,일반고등학교,524,48
강원고등학교,강원,일반고등학교,607,50
강일여자고등학교,강원,일반고등학교,661,60
대성고등학교,강원,일반고등학교,860,63
동해삼육고등학교,강원,일반고등학교,93,15
민족사관고등학교,강원,일반고등학교,453,44
상지여자고등학교,강원,일반고등학교,924,66
삼일고등학교,강원,일반고등학교,219,24
성수고등학교,강원,일반고등학교,608,54
성수여자고등학교,강원,일반고등학교,473,43
원주삼육고등학교,강원,일반고등학교,332,36
유봉여자고등학교,강원,일반고등학교,695,62
육민관고등학교,강원,일반고등학교,851,65
전인고등학교,강원,일반고등학교,85,18
팔렬고등학교,강원,일반고등학교,41,11
진광고등학교,강원,일반고등학교,858,62
강서중학교,강원,일반중학교,44,9
광판중학교,강원,일반중학교,19,10
남춘천여자중학교,강원,일반중학교,700,56
남춘천중학교,강원,일반중학교,805,65
동산중학교,강원,일반중학교,18,9
대룡중학교,강원,일반중학교,873,69
봉의중학교,강원,일반중학교,486,43
소양중학교,강원,일반중학교,528,45
신포중학교,강원,일반중학교,14,12
우석중학교,강원,일반중학교,679,50
창촌중학교,강원,일반중학교,36,12
춘성중학교,강원,일반중학교,82,20
봄내중학교,강원,일반중학교,466,39
춘천중학교,강원,일반중학교,677,48
후평중학교,강원,일반중학교,670,50
강원중학교,강원,일반중학교,524,33
유봉여자중학교,강원,일반중학교,344,34
가정중학교,강원,일반중학교,102,26
퇴계중학교,강원,일반중학교,348,29
단구중학교,강원,일반중학교,769,57
문막중학교,강원,일반중학교,412,42
반곡중학교,강원,일반중학교,900,70
부론중학교,강원,일반중학교,17,11
북원중학교,강원,일반중학교,455,43
섬강중학교,강원,일반중학교,922,74
신림중학교,강원,일반중학교,14,10
원주여자중학교,강원,일반중학교,735,60
원주중학교,강원,일반중학교,590,47
지정중학교,강원,일반중학교,31,10
치악중학교,강원,일반중학교,432,37
태장중학교,강원,일반중학교,280,32
평원중학교,강원,일반중학교,653,57
학성중학교,강원,일반중학교,253,32
호저중학교,강원,일반중학교,15,10
황둔중학교,강원,일반중학교,13,10
귀래중학교,강원,일반중학교,32,9
남원주중학교,강원,일반중학교,870,65
원주대성중학교,강원,일반중학교,611,39
상지여자중학교,강원,일반중학교,284,24
원주삼육중학교,강원,일반중학교,316,26
육민관중학교,강원,일반중학교,262,22
진광중학교,강원,일반중학교,387,32
버들중학교,강원,일반중학교,826,65
강릉해람중학교,강원,일반중학교,711,56
강릉중학교,강원,일반중학교,715,57
하슬라중학교,강원,일반중학교,668,56
경포중학교,강원,일반중학교,518,41
관동중학교,강원,일반중학교,606,44
동명중학교,강원,일반중학교,276,31
사천중학교,강원,일반중학교,37,11
솔올중학교,강원,일반중학교,509,39
옥계중학교,강원,일반중학교,24,10
왕산중학교,강원,일반중학교,11,8
율곡중학교,강원,일반중학교,537,42
주문진중학교,강원,일반중학교,325,36
동해중학교,강원,일반중학교,253,25
하랑중학교,강원,일반중학교,333,33
묵호중학교,강원,일반중학교,455,35
예람중학교,강원,일반중학교,536,50
북평중학교,강원,일반중학교,365,34
동해삼육중학교,강원,일반중학교,83,10
동해광희중학교,강원,일반중학교,334,26
상장중학교,강원,일반중학교,194,27
철암중학교,강원,일반중학교,22,9
태백중학교,강원,일반중학교,94,16
함태중학교,강원,일반중학교,202,23
세연중학교,강원,일반중학교,238,23
황지중학교,강원,일반중학교,244,25
강현중학교,강원,일반중학교,25,11
설온중학교,강원,일반중학교,561,43
설악중학교,강원,일반중학교,559,43
속초해랑중학교,강원,일반중학교,525,41
속초중학교,강원,일반중학교,490,42
양양중학교,강원,일반중학교,371,37
현남중학교,강원,일반중학교,18,9
현북중학교,강원,일반중학교,16,10
가곡중학교,강원,일반중학교,7,8
근덕중학교,강원,일반중학교,23,9
도계여자중학교,강원,일반중학교,0,0
도계중학교,강원,일반중학교,146,20
미로중학교,강원,일반중학교,20,8
청아중학교,강원,일반중학교,452,43
삼척중학교,강원,일반중학교,269,29
원덕중학교,강원,일반중학교,21,15
임원중학교,강원,일반중학교,12,9
하장중학교,강원,일반중학교,8,6
삼일중학교,강원,일반중학교,299,25
내면중학교,강원,일반중학교,38,10
내촌중학교,강원,일반중학교,11,10
동화중학교,강원,일반중학교,36,12
두촌중학교,강원,일반중학교,19,10
서석중학교,강원,일반중학교,38,11
양덕중학교,강원,일반중학교,76,15
한서중학교,강원,일반중학교,12,8
홍천여자중학교,강원,일반중학교,476,42
홍천중학교,강원,일반중학교,510,46
화촌중학교,강원,일반중학교,23,9
팔렬중학교,강원,일반중학교,54,11
갑천중학교,강원,일반중학교,9,8
강림중학교,강원,일반중학교,15,8
공근중학교,강원,일반중학교,33,12
둔내중학교,강원,일반중학교,90,16
서원중학교,강원,일반중학교,18,8
안흥중학교,강원,일반중학교,23,12
우천중학교,강원,일반중학교,46,11
청일중학교,강원,일반중학교,18,8
횡성중학교,강원,일반중학교,282,33
대동여자중학교,강원,일반중학교,268,24
녹전중학교,강원,일반중학교,10,10
마차중학교,강원,일반중학교,16,12
봉래중학교,강원,일반중학교,41,14
상동중학교,강원,일반중학교,7,8
쌍룡중학교,강원,일반중학교,16,9
연당중학교,강원,일반중학교,15,9
영월중학교,강원,일반중학교,226,27
옥동중학교,강원,일반중학교,13,9
주천중학교,강원,일반중학교,55,12
석정여자중학교,강원,일반중학교,203,20
계촌중학교,강원,일반중학교,12,8
대화중학교,강원,일반중학교,69,12
대관령중학교,강원,일반중학교,84,19
미탄중학교,강원,일반중학교,7,8
봉평중학교,강원,일반중학교,110,18
용전중학교,강원,일반중학교,47,9
진부중학교,강원,일반중학교,174,22
평창중학교,강원,일반중학교,210,27
정선중학교,강원,일반중학교,324,30
고한중학교,강원,일반중학교,49,10
나전중학교,강원,일반중학교,30,9
사북중학교,강원,일반중학교,117,21
여량중학교,강원,일반중학교,14,9
임계중학교,강원,일반중학교,37,9
함백중학교,강원,일반중학교,54,13
화동중학교,강원,일반중학교,26,10
문곡중학교,강원,일반중학교,26,9
김화여자중학교,강원,일반중학교,87,14
김화중학교,강원,일반중학교,115,17
신철원중학교,강원,일반중학교,237,28
철원여자중학교,강원,일반중학교,245,27
철원중학교,강원,일반중학교,249,23
간동중학교,강원,일반중학교,19,8
사내중학교,강원,일반중학교,105,19
상서중학교,강원,일반중학교,24,8
화천중학교,강원,일반중학교,286,30
대암중학교,강원,일반중학교,14,9
방산중학교,강원,일반중학교,8,10
석천중학교,강원,일반중학교,200,24
양구중학교,강원,일반중학교,180,23
용하중학교,강원,일반중학교,24,9
해안중학교,강원,일반중학교,8,9
기린중학교,강원,일반중학교,88,17
상남중학교,강원,일반중학교,20,9
서화중학교,강원,일반중학교,25,9
신남중학교,강원,일반중학교,56,10
원통중학교,강원,일반중학교,168,20
인제중학교,강원,일반중학교,261,27
거진중학교,강원,일반중학교,67,14
고성중학교,강원,일반중학교,197,23
대진중학교,강원,일반중학교,15,8
동광중학교,강원,일반중학교,29,8
충북대학교사범대학부설고등학교,충북,일반고등학교,505,53
금천고등학교,충북,일반고등학교,771,63
상당고등학교,충북,일반고등학교,767,65
청주고등학교,충북,일반고등학교,954,83
청주여자고등학교,충북,일반고등학교,839,68
청주중앙여자고등학교,충북,일반고등학교,839,74
충북고등학교,충북,일반고등학교,760,67
국원고등학교,충북,일반고등학교,443,55
세광고등학교,충북,일반고등학교,743,55
양청고등학교,충북,일반고등학교,811,65
청주신흥고등학교,충북,일반고등학교,770,57
운호고등학교,충북,일반고등학교,752,54
일신여자고등학교,충북,일반고등학교,825,62
제천제일고등학교,충북,일반고등학교,509,54
청석고등학교,충북,일반고등학교,759,55
충북여자고등학교,충북,일반고등학교,751,55
충주고등학교,충북,일반고등학교,576,57
충주여자고등학교,충북,일반고등학교,612,54
충주예성여자고등학교,충북,일반고등학교,578,61
충주대원고등학교,충북,일반고등학교,608,53
충주중산고등학교,충북,일반고등학교,445,44
충원고등학교,충북,일반고등학교,218,23
제천고등학교,충북,일반고등학교,521,47
학산고등학교,충북,일반고등학교,34,15
제천여자고등학교,충북,일반고등학교,516,51
세명고등학교,충북,일반고등학교,518,44
한국교원대학교부설고등학교,충북,일반고등학교,327,38
오창고등학교,충북,일반고등학교,459,40
양업고등학교,충북,일반고등학교,118,20
보은여자고등학교,충북,일반고등학교,122,23
보은고등학교,충북,일반고등학교,255,30
옥천고등학교,충북,일반고등학교,572,62
청산고등학교,충북,일반고등학교,65,16
영동고등학교,충북,일반고등학교,379,42
황간고등학교,충북,일반고등학교,63,15
진천고등학교,충북,일반고등학교,534,53
광혜원고등학교,충북,일반고등학교,321,35
괴산고등학교,충북,일반고등학교,337,42
형석고등학교,충북,일반고등학교,329,32
음성고등학교,충북,일반고등학교,449,50
대금고등학교,충북,일반고등학교,394,44
단양고등학교,충북,일반고등학교,357,39
청주대성고등학교,충북,일반고등학교,753,57
주성고등학교,충북,일반고등학교,763,64
흥덕고등학교,충북,일반고등학교,855,67
서원고등학교,충북,일반고등학교,764,70
매괴고등학교,충북,일반고등학교,318,34
봉명고등학교,충북,일반고등학교,687,54
산남고등학교,충북,일반고등학교,733,65
청원고등학교,충북,일반고등학교,559,62
오송고등학교,충북,일반고등학교,663,60
서전고등학교,충북,일반고등학교,563,66
중앙탑고등학교,충북,일반고등학교,176,24
동성고등학교,충북,일반고등학교,188,22
충북대학교사범대학부설중학교,충북,일반중학교,463,50
가경중학교,충북,일반중학교,393,38
경덕중학교,충북,일반중학교,554,44
남성중학교,충북,일반중학교,663,51
봉명중학교,충북,일반중학교,537,47
서원중학교,충북,일반중학교,883,69
수곡중학교,충북,일반중학교,439,38
용암중학교,충북,일반중학교,636,48
생명중학교,충북,일반중학교,321,26
원봉중학교,충북,일반중학교,785,56
율량중학교,충북,일반중학교,662,46
주성중학교,충북,일반중학교,710,57
청운중학교,충북,일반중학교,524,47
청주남중학교,충북,일반중학교,220,25
청주동중학교,충북,일반중학교,651,49
청주여자중학교,충북,일반중학교,363,35
청주중앙여자중학교,충북,일반중학교,448,40
청주중앙중학교,충북,일반중학교,479,44
청주중학교,충북,일반중학교,552,46
대성여자중학교,충북,일반중학교,316,26
대성중학교,충북,일반중학교,452,33
세광중학교,충북,일반중학교,439,33
운호중학교,충북,일반중학교,368,29
일신여자중학교,충북,일반중학교,344,31
충북여자중학교,충북,일반중학교,263,25
복대중학교,충북,일반중학교,894,64
서경중학교,충북,일반중학교,884,70
원평중학교,충북,일반중학교,670,50
금천중학교,충북,일반중학교,928,63
운동중학교,충북,일반중학교,687,51
송절중학교,충북,일반중학교,587,44
산남중학교,충북,일반중학교,684,57
성화중학교,충북,일반중학교,413,42
서현중학교,충북,일반중학교,652,53
용성중학교,충북,일반중학교,620,49
솔밭중학교,충북,일반중학교,849,61
한국교원대학교부설미호중학교,충북,일반중학교,366,51
가덕중학교,충북,일반중학교,29,12
내수중학교,충북,일반중학교,419,45
문의중학교,충북,일반중학교,31,10
미원중학교,충북,일반중학교,29,14
오창중학교,충북,일반중학교,484,44
옥산중학교,충북,일반중학교,351,32
현도중학교,충북,일반중학교,17,13
각리중학교,충북,일반중학교,954,72
오송중학교,충북,일반중학교,666,59
양청중학교,충북,일반중학교,779,62
노은중학교,충북,일반중학교,21,9
산척중학교,충북,일반중학교,18,10
수안보중학교,충북,일반중학교,17,9
신니중학교,충북,일반중학교,15,10
앙성중학교,충북,일반중학교,18,9
주덕중학교,충북,일반중학교,38,16
중원중학교,충북,일반중학교,78,14
충일중학교,충북,일반중학교,520,39
충주여자중학교,충북,일반중학교,517,44
충주예성여자중학교,충북,일반중학교,519,46
충주중앙중학교,충북,일반중학교,462,39
충주중학교,충북,일반중학교,522,47
충주미덕중학교,충북,일반중학교,496,37
신명중학교,충북,일반중학교,56,8
충주북여자중학교,충북,일반중학교,487,36
칠금중학교,충북,일반중학교,397,34
탄금중학교,충북,일반중학교,469,36
중앙탑중학교,충북,일반중학교,376,33
충주대소원중학교,충북,일반중학교,110,21
백운중학교,충북,일반중학교,40,11
봉양중학교,충북,일반중학교,30,10
송학중학교,충북,일반중학교,6,6
수산중학교,충북,일반중학교,13,10
의림여자중학교,충북,일반중학교,575,42
제천동중학교,충북,일반중학교,385,31
제천여자중학교,충북,일반중학교,545,43
제천중학교,충북,일반중학교,501,41
한송중학교,충북,일반중학교,5,8
대제중학교,충북,일반중학교,500,37
청풍중학교,충북,일반중학교,12,10
제천덕산중학교,충북,일반중학교,22,10
내토중학교,충북,일반중학교,443,41
보덕중학교,충북,일반중학교,31,11
보은여자중학교,충북,일반중학교,180,21
보은중학교,충북,일반중학교,217,30
속리산중학교,충북,일반중학교,75,19
회인중학교,충북,일반중학교,25,10
안내중학교,충북,일반중학교,15,11
옥천여자중학교,충북,일반중학교,449,47
옥천중학교,충북,일반중학교,495,48
이원중학교,충북,일반중학교,36,14
청산중학교,충북,일반중학교,36,12
영동중학교,충북,일반중학교,356,37
학산중학교,충북,일반중학교,17,10
심천중학교,충북,일반중학교,20,10
영신중학교,충북,일반중학교,238,22
정수중학교,충북,일반중학교,29,8
추풍령중학교,충북,일반중학교,51,10
새너울중학교,충북,일반중학교,119,19
광혜원중학교,충북,일반중학교,356,36
덕산중학교,충북,일반중학교,98,24
이월중학교,충북,일반중학교,66,15
진천여자중학교,충북,일반중학교,479,51
진천중학교,충북,일반중학교,499,47
서전중학교,충북,일반중학교,1034,78
괴산북중학교,충북,일반중학교,156,20
괴산중학교,충북,일반중학교,148,20
송면중학교,충북,일반중학교,24,9
연풍중학교,충북,일반중학교,10,11
증평여자중학교,충북,일반중학교,296,33
증평중학교,충북,일반중학교,439,45
청천중학교,충북,일반중학교,28,10
칠성중학교,충북,일반중학교,28,10
청안중학교,충북,일반중학교,17,8
형석중학교,충북,일반중학교,264,23
괴산오성중학교,충북,일반중학교,110,20
감곡중학교,충북,일반중학교,75,17
대소중학교,충북,일반중학교,364,37
무극중학교,충북,일반중학교,457,51
삼성중학교,충북,일반중학교,86,19
음성여자중학교,충북,일반중학교,193,22
음성중학교,충북,일반중학교,109,18
매괴여자중학교,충북,일반중학교,94,13
생극중학교,충북,일반중학교,97,14
한일중학교,충북,일반중학교,104,13
동성중학교,충북,일반중학교,395,40
단성중학교,충북,일반중학교,32,13
단양중학교,충북,일반중학교,236,29
매포중학교,충북,일반중학교,82,21
영춘중학교,충북,일반중학교,24,10
단양소백산중학교,충북,일반중학교,60,18
공주대학교사범대학부설고등학교,충남,일반고등학교,468,50
공주영명고등학교,충남,일반고등학교,352,41
한마음고등학교,충남,일반고등학교,16,11
공동체비전고등학교,충남,일반고등학교,114,19
갈산고등학교,충남,일반고등학교,175,26
배방고등학교,충남,일반고등학교,1299,90
충남삼성고등학교,충남,일반고등학교,1078,100
강경고등학교,충남,일반고등학교,177,26
공주고등학교,충남,일반고등학교,500,61
공주여자고등학교,충남,일반고등학교,409,58
금산고등학교,충남,일반고등학교,323,41
금산여자고등학교,충남,일반고등학교,334,39
논산고등학교,충남,일반고등학교,250,35
논산여자고등학교,충남,일반고등학교,291,43
당진고등학교,충남,일반고등학교,795,65
대천고등학교,충남,일반고등학교,480,52
덕산고등학교,충남,일반고등학교,349,38
대천여자고등학교,충남,일반고등학교,475,51
만리포고등학교,충남,일반고등학교,107,19
서산여자고등학교,충남,일반고등학교,774,67
천안불당고등학교,충남,일반고등학교,1208,90
목천고등학교,충남,일반고등학교,270,38
부석고등학교,충남,일반고등학교,361,33
부여고등학교,충남,일반고등학교,415,53
부여여자고등학교,충남,일반고등학교,290,41
서산고등학교,충남,일반고등학교,324,37
온양여자고등학교,충남,일반고등학교,961,79
서천고등학교,충남,일반고등학교,277,44
서천여자고등학교,충남,일반고등학교,186,33
안면고등학교,충남,일반고등학교,133,28
예산여자고등학교,충남,일반고등학교,409,48
온양고등학교,충남,일반고등학교,936,69
용남고등학교,충남,일반고등학교,846,73
웅천고등학교,충남,일반고등학교,180,24
정산고등학교,충남,일반고등학교,158,29
천안여자고등학교,충남,일반고등학교,924,83
천안중앙고등학교,충남,일반고등학교,1317,97
공주금성여자고등학교,충남,일반고등학교,424,44
태안고등학교,충남,일반고등학교,367,51
합덕고등학교,충남,일반고등학교,99,22
홍성고등학교,충남,일반고등학교,702,80
천안두정고등학교,충남,일반고등학교,1326,102
천안오성고등학교,충남,일반고등학교,1257,85
홍성여자고등학교,충남,일반고등학교,409,50
천안월봉고등학교,충남,일반고등학교,1257,90
천안쌍용고등학교,충남,일반고등학교,1325,95
온양용화고등학교,충남,일반고등학교,1152,90
천안신당고등학교,충남,일반고등학교,848,76
계룡고등학교,충남,일반고등학교,573,53
천안업성고등학교,충남,일반고등학교,943,86
건양대학교병설건양고등학교,충남,일반고등학교,237,33
이순신고등학교,충남,일반고등학교,505,37
서해삼육고등학교,충남,일반고등학교,183,24
논산대건고등학교,충남,일반고등학교,491,54
삽교고등학교,충남,일반고등학교,328,34
대흥고등학교,충남,일반고등학교,143,18
복자여자고등학교,충남,일반고등학교,619,53
설화고등학교,충남,일반고등학교,1257,89
서령고등학교,충남,일반고등학교,738,54
서야고등학교,충남,일반고등학교,256,27
송악고등학교,충남,일반고등학교,495,40
신평고등학교,충남,일반고등학교,559,44
온양한올고등학교,충남,일반고등학교,942,66
쌘뽈여자고등학교,충남,일반고등학교,359,42
대산고등학교,충남,일반고등학교,486,49
아산고등학교,충남,일반고등학교,988,68
연무고등학교,충남,일반고등학교,376,39
천안청수고등학교,충남,일반고등학교,1209,92
예산고등학교,충남,일반고등학교,542,52
장항고등학교,충남,일반고등학교,178,26
서일고등학교,충남,일반고등학교,473,38
태안여자고등학교,충남,일반고등학교,438,49
천안고등학교,충남,일반고등학교,1013,65
북일고등학교,충남,일반고등학교,922,82
북일여자고등학교,충남,일반고등학교,686,56
한일고등학교,충남,일반고등학교,375,36
호서고등학교,충남,일반고등학교,883,64
홍주고등학교,충남,일반고등학교,573,48
목천중학교,충남,일반중학교,179,25
병천중학교,충남,일반중학교,103,17
천안쌍용중학교,충남,일반중학교,1093,79
성환중학교,충남,일반중학교,337,31
환서중학교,충남,일반중학교,790,57
입장중학교,충남,일반중학교,128,19
천안불무중학교,충남,일반중학교,935,67
천남중학교,충남,일반중학교,57,13
천안동중학교,충남,일반중학교,611,40
천안두정중학교,충남,일반중학교,889,61
천안봉서중학교,충남,일반중학교,388,41
천안북중학교,충남,일반중학교,607,44
천안성정중학교,충남,일반중학교,872,57
천안여자중학교,충남,일반중학교,636,51
천안오성중학교,충남,일반중학교,860,54
천안성성중학교,충남,일반중학교,846,52
천안중학교,충남,일반중학교,602,45
천안백석중학교,충남,일반중학교,863,63
천안신방중학교,충남,일반중학교,1089,73
천안부성중학교,충남,일반중학교,501,44
천안불당중학교,충남,일반중학교,1101,73
천안용곡중학교,충남,일반중학교,1125,75
천안계광중학교,충남,일반중학교,497,33
광풍중학교,충남,일반중학교,166,19
천안가온중학교,충남,일반중학교,908,61
천안동성중학교,충남,일반중학교,311,32
복자여자중학교,충남,일반중학교,497,29
천성중학교,충남,일반중학교,422,30
천안서여자중학교,충남,일반중학교,436,34
천안월봉중학교,충남,일반중학교,1033,69
천안새샘중학교,충남,일반중학교,931,63
공주대학교사범대학부설중학교,충남,일반중학교,168,21
공주여자중학교,충남,일반중학교,495,45
공주중학교,충남,일반중학교,342,41
반포중학교,충남,일반중학교,41,11
봉황중학교,충남,일반중학교,340,32
사곡중학교,충남,일반중학교,35,9
우성중학교,충남,일반중학교,82,17
유구중학교,충남,일반중학교,103,19
이인중학교,충남,일반중학교,17,9
정안중학교,충남,일반중학교,49,9
탄천중학교,충남,일반중학교,22,10
경천중학교,충남,일반중학교,42,9
공주북중학교,충남,일반중학교,208,19
공주영명중학교,충남,일반중학교,129,13
남포중학교,충남,일반중학교,32,12
