회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
1685,34820660,9250000,549400.0,기타,분당점,16,5.6875,0.483516484,20,1
1686,6548000,3936000,,건강식품,영등포점,2,1.5,0.666666667,59,1
1687,129377700,64680000,,가공식품,동래점,14,4.357142857,0.491803279,19,0
1688,3316000,1760000,,수산품,잠실점,2,1.5,0.0,129,0
1689,57889450,8650000,3200000.0,가공식품,본  점,25,2.72,0.117647059,13,0
1690,111943450,12400000,,기타,강남점,27,4.074074074,0.345454545,11,1
1691,5270000,5270000,,디자이너,본  점,1,1.0,0.0,0,1
1692,763750,130000,,가공식품,본  점,5,5.0,0.12,47,0
1693,60000,60000,,가공식품,광주점,1,1.0,1.0,0,0
1694,92158900,18876000,3480000.0,수산품,본  점,11,2.727272727,0.233333333,26,1
1695,152374200,16500000,,골프,본  점,18,1.722222222,0.096774194,19,0
1696,448639720,64320000,16808000.0,주방용품,본  점,34,3.088235294,0.447619048,10,0
1697,10893000,6624000,,아동,강남점,2,1.5,0.666666667,71,1
1698,607327130,260400000,22487000.0,기타,일산점,19,3.421052632,0.430769231,17,1
1699,994110,680000,1343000.0,기타,노원점,5,3.4,0.941176471,15,0
1700,249378480,56584000,,농산물,광주점,20,5.1,0.411764706,17,0
1701,200807350,19630000,,농산물,분당점,128,5.5625,0.262640449,2,0
1702,354200,129800,,기타,분당점,2,4.5,0.222222222,10,1
1703,985600,985600,2072000.0,아동,일산점,2,4.5,0.555555556,1,0
1704,6233450,1632000,,가공식품,잠실점,6,4.5,1.0,37,1
1705,3050000,1680000,,모피/피혁,강남점,1,3.0,0.0,0,0
1706,269302050,22002000,850000.0,농산물,강남점,88,5.102272727,0.135857461,4,0
1707,28492200,8690000,1475000.0,캐주얼,본  점,10,2.8,0.285714286,28,1
1708,3255000,3255000,,화장품,본  점,1,1.0,1.0,0,0
1709,169395040,28750000,8913700.0,농산물,부평점,49,4.020408163,0.14213198,7,0
1710,10590000,3250000,,일용잡화,부산본점,5,2.0,0.0,55,0
1711,1540000,1540000,,가구,잠실점,1,1.0,0.0,0,0
1712,4578000,3948000,,통신/컴퓨터,잠실점,2,1.0,0.5,0,1
1713,142409000,16695000,,화장품,본  점,19,1.315789474,0.32,17,0
1714,723000,418000,,명품,본  점,2,1.0,0.5,1,1
1715,2654140,22827500,26607500.0,화장품,대전점,6,1.333333333,0.125,19,1
1716,97500,97500,,젓갈/반찬,부산본점,1,1.0,0.0,0,0
1717,205030100,64800000,28490800.0,기타,본  점,59,2.491525424,0.285714286,6,0
1718,4962600,4162500,,구두,청량리점,2,2.0,0.0,2,1
1719,6328050,5760000,,가공식품,대전점,2,5.0,1.0,91,0
1720,122324150,15840000,202440.0,화장품,본  점,31,1.322580645,0.317073171,10,0
1721,14060000,10200000,,구두,관악점,2,1.5,0.0,87,0
1722,127335470,16000000,8025600.0,농산물,본  점,94,3.425531915,0.335403727,3,0
1723,21096400,13500000,1370000.0,가공식품,본  점,20,2.6,0.480769231,15,0
1724,52453940,14490000,34235000.0,시티웨어,영등포점,28,2.214285714,0.193548387,11,0
1725,14623000,5980000,8990000.0,디자이너,본  점,12,1.583333333,0.368421053,19,0
1726,2425000,2425000,,화장품,일산점,1,1.0,0.0,0,0
1727,86119200,45210000,,일용잡화,잠실점,7,1.428571429,0.3,47,1
1728,59797000,57200000,118855800.0,디자이너,본  점,27,1.407407407,0.131578947,11,0
1729,70058360,18936000,,농산물,분당점,46,9.086956522,0.064593301,7,0
1730,240500,36000,,가공식품,분당점,19,1.368421053,0.230769231,17,1
1731,3784400,1654400,,구두,잠실점,3,1.333333333,0.75,40,1
1732,105133200,16566000,,농산물,분당점,25,9.4,0.774468085,13,0
1733,5709500,4927000,,시티웨어,강남점,5,1.0,0.4,44,0
1734,63458000,19500000,,화장품,잠실점,9,1.222222222,0.363636364,34,0
1735,1646210,1449000,,가공식품,분당점,2,3.0,0.666666667,40,0
1736,490133230,124388600,1528600.0,가공식품,분당점,31,6.935483871,0.562790698,11,0
1737,91629440,17600000,,기타,본  점,24,2.541666667,0.049180328,13,0
1738,58942550,12980000,5880000.0,기타,동래점,29,2.034482759,0.101694915,12,0
1739,118026900,11525000,6200000.0,화장품,잠실점,32,1.5625,0.1,10,0
1740,178644910,40500000,3275000.0,가공식품,잠실점,23,2.391304348,0.272727273,13,1
1741,216002870,20000000,24120000.0,기타,본  점,128,2.1953125,0.202846975,2,1
1742,37254500,5915000,65000.0,캐주얼,안양점,12,1.833333333,0.0,29,0
1743,57624870,14954600,,기타,분당점,16,4.6875,0.28,21,0
1744,207410110,48000000,,기타,분당점,43,4.860465116,0.354066986,8,0
1745,3707500,1725000,,수산품,본  점,1,4.0,1.0,0,1
1746,20484860,4800000,1030000.0,기타,강남점,34,3.058823529,0.346153846,9,0
1747,270788890,35300000,,농산물,본  점,38,4.289473684,0.073619632,9,0
1748,24691000,11753000,,기타,본  점,6,2.0,0.25,45,0
1749,47878150,5950000,5950000.0,기타,미아점,13,4.692307692,0.491803279,26,0
1750,2786100,2012500,,피혁잡화,강남점,3,2.333333333,0.857142857,3,0
1751,2800000,1738000,,구두,잠실점,2,1.0,0.0,88,1
1752,1380000,1320000,,수산품,인천점,1,2.0,1.0,0,1
1753,72135650,15975000,,시티웨어,동래점,6,4.5,0.185185185,32,1
1754,72962330,19410000,5728000.0,가공식품,본  점,32,2.5,0.8,10,0
1755,183080,70000,,가공식품,분당점,3,1.666666667,0.6,13,0
1756,52283700,25146000,36445200.0,골프,본  점,6,2.666666667,0.375,13,1
1757,167200,77400,,가공식품,잠실점,2,3.0,0.5,6,0
1758,77470880,13752000,,기타,분당점,36,4.222222222,0.269736842,9,0
1759,189360680,38000000,44500300.0,캐주얼,영등포점,52,3.423076923,0.247191011,6,0
1760,5655200,1890000,,화장품,부평점,4,1.5,0.333333333,53,1
1761,220186650,30014600,,기타,미아점,45,2.977777778,0.365671642,7,0
1762,98922000,27784000,24631200.0,가공식품,본  점,24,3.375,0.172839506,12,0
1763,4457500,2750000,,축산가공,영등포점,7,2.142857143,0.0,32,0
1764,115345100,10000000,,가공식품,일산점,82,2.804878049,0.108695652,4,0
1765,2075750,990000,,젓갈/반찬,본  점,5,2.2,0.454545455,42,1
1766,80652540,10432800,,농산물,영등포점,18,2.388888889,0.465116279,18,1
1767,28908600,17280000,,수산품,강남점,3,2.0,0.0,61,0
1768,50150700,17712000,7409000.0,캐주얼,동래점,15,2.266666667,0.794117647,11,1
1769,227790280,59840000,,가공식품,대전점,49,4.387755102,0.441860465,7,0
1770,26855000,8950000,3975000.0,시티웨어,본  점,6,2.666666667,0.1875,35,0
1771,177535000,85400000,127642800.0,시티웨어,분당점,47,1.829787234,0.255813953,7,0
1772,42747140,6720000,,기타,잠실점,28,2.25,0.222222222,12,0
1773,4830000,3080000,,셔츠,본  점,1,2.0,0.0,0,1
1774,70262290,9520000,3515200.0,화장품,분당점,32,1.9375,0.322580645,11,0
1775,22913210,13750000,,가공식품,전주점,3,4.0,0.083333333,46,1
1776,112980840,36982000,,기타,대전점,11,2.636363636,0.24137931,27,0
1777,101313640,11800000,,기타,본  점,17,5.941176471,0.01980198,18,0
1778,3305490,1380000,,육류,본  점,5,1.8,0.444444444,63,0
1779,92570650,20213000,27758000.0,기타,본  점,28,2.142857143,0.25,12,1
1780,47194260,4875000,,농산물,잠실점,66,4.015151515,0.298113208,5,0
1781,160684240,30774000,7692200.0,일용잡화,일산점,38,1.868421053,0.450704225,9,0
1782,850000,850000,,남성 캐주얼,본  점,1,1.0,0.0,0,1
1783,443486300,58044000,,화장품,본  점,22,1.454545455,0.53125,16,0
1784,21706380,6766000,,기타,분당점,8,3.5,0.25,40,0
1785,7992990,6480000,,젓갈/반찬,강남점,2,2.5,0.4,118,0
1786,162880180,22575000,567000.0,화장품,영등포점,13,3.615384615,0.553191489,26,1
1787,42655000,12415000,,가공식품,잠실점,7,2.571428571,0.277777778,33,0
1788,52500,15000,,가공식품,영등포점,1,6.0,1.0,0,1
1789,1165929480,96984000,76554480.0,화장품,광주점,144,1.9375,0.362007168,2,0
1790,425000,425000,,트래디셔널,본  점,1,1.0,1.0,0,0
1791,624000,540000,,차/커피,본  점,2,1.5,0.0,8,1
1792,4980000,3000000,,화장품,일산점,2,1.0,0.0,26,0
1793,200153000,44160000,,기타,본  점,11,3.545454545,0.358974359,22,0
1794,750000,750000,,남성 캐주얼,본  점,1,1.0,0.0,0,1
1795,277396760,19800000,5991200.0,기타,청량리점,53,4.339622642,0.369565217,6,0
1796,6142900,2860000,,젓갈/반찬,영등포점,4,4.5,0.444444444,83,0
1797,5088000,4080000,,섬유잡화,잠실점,2,1.5,0.333333333,158,0
1798,35692720,11675000,,육류,본  점,9,1.888888889,0.117647059,33,0
1799,548693920,157654000,62838000.0,디자이너,본  점,28,1.357142857,0.421052632,11,0
1800,120102780,23500000,,가공식품,강남점,52,3.038461538,0.360759494,6,0
1801,3103500,2564500,,골프,잠실점,2,2.0,0.75,34,1
1802,157273560,35000000,2468000.0,기타,포항점,19,2.736842105,0.75,16,0
1803,4287500,6125000,6125000.0,트래디셔널,잠실점,3,1.0,0.333333333,4,0
1804,230000,230000,,구두,본  점,1,1.0,0.0,0,1
1805,5925000,5925000,,화장품,잠실점,1,1.0,1.0,0,0
1806,8957000,7250000,,가공식품,안양점,3,3.333333333,1.0,7,0
1807,11886000,7350000,,아동,부평점,2,1.0,0.0,130,0
1808,15723880,5290000,7840400.0,기타,본  점,18,1.444444444,0.653846154,19,1
1809,132048610,16830000,,기타,강남점,23,4.52173913,0.711538462,15,0
1810,440000,440000,,화장품,대전점,1,1.0,0.0,0,1
1811,154978000,26730000,,화장품,본  점,18,1.5,0.333333333,18,0
1812,42149800,17204000,,화장품,본  점,10,2.4,0.25,27,0
1813,3330000,9585000,6255000.0,골프,대전점,2,1.0,0.5,1,0
1814,1960800,1250000,,시티웨어,본  점,1,3.0,0.0,0,0
1815,102404650,17598000,1582000.0,가공식품,일산점,25,3.96,0.232323232,13,0
1816,9911400,8785000,,스포츠,광주점,1,3.0,0.0,0,1
1817,1050000,1050000,,시티웨어,본  점,1,1.0,0.0,0,0
1818,200359200,51060000,15962000.0,화장품,본  점,50,2.14,0.046728972,7,0
1819,161000,161000,,생활잡화,본  점,1,1.0,0.0,0,1
1820,11554620,11385000,,수산품,본  점,2,1.0,0.0,0,0
1821,104016290,19404000,96000.0,농산물,분당점,51,4.37254902,0.439461883,6,1
1822,293861850,67942000,13725000.0,기타,광주점,15,3.333333333,0.22,22,0
1823,4800000,4800000,,건강식품,부산본점,1,1.0,0.0,0,0
1824,2295800,480000,,기타,청량리점,4,3.75,0.466666667,21,1
1825,95250,1920000,1920000.0,차/커피,본  점,2,3.0,0.833333333,1,1
1826,150964500,16900000,33504000.0,기타,본  점,86,3.406976744,0.156996587,4,0
1827,63506500,19500000,,섬유잡화,본  점,15,2.6,0.102564103,22,1
1828,248710,107460,,가공식품,본  점,2,2.5,0.6,6,1
1829,14245000,13459200,,기타,본  점,2,1.5,0.0,73,0
1830,980000,980000,,주방가전,일산점,1,1.0,1.0,0,1
1831,88500,88500,,캐주얼,본  점,1,1.0,0.0,0,1
1832,6850000,6150000,,남성 캐주얼,본  점,2,1.0,0.5,53,1
1833,23538000,15488000,,화장품,본  점,2,2.0,0.0,67,0
1834,520000,500000,,섬유잡화,본  점,1,2.0,0.0,0,1
1835,2670000,1540000,,젓갈/반찬,잠실점,2,2.0,0.75,82,0
1836,1846200,1251200,,수산품,본  점,2,2.0,0.0,37,1
1837,1026808700,111300000,165469500.0,디자이너,영등포점,99,2.171717172,0.265116279,3,0
1838,5184500,800000,,기타,부산본점,17,2.529411765,0.0,20,1
1839,99756200,23276000,1632000.0,화장품,부산본점,18,1.611111111,0.172413793,19,0
1840,500000,500000,,스포츠,본  점,1,1.0,0.0,0,1
1841,59366160,8800000,,수산품,강남점,22,1.818181818,0.2,16,0
1842,210908300,30820000,83838000.0,가공식품,본  점,67,3.134328358,0.623809524,5,0
1843,222396750,35200000,3640000.0,화장품,분당점,55,2.254545455,0.306451613,6,0
1844,15381150,6292000,,차/커피,본  점,13,3.538461538,0.02173913,6,1
1845,10895000,8750000,,모피/피혁,일산점,2,2.5,0.0,18,1
1846,122475200,20300000,,가공식품,본  점,30,3.566666667,0.205607477,11,0
1847,195000,2329000,2329000.0,시티웨어,영등포점,3,1.0,0.333333333,16,0
1848,453953940,24115200,4000000.0,시티웨어,상인점,51,3.725490196,0.247368421,6,0
1849,3454550,473600,,가공식품,청량리점,17,2.882352941,0.510204082,18,1
1850,580750,300000,,농산물,일산점,1,4.0,1.0,0,1
1851,1181050,247500,,축산가공,일산점,3,5.333333333,1.0,16,1
1852,41081550,40320000,,수산품,부산본점,2,4.0,0.0,0,1
1853,3588000,1440000,,섬유잡화,강남점,2,3.5,1.0,4,1
1854,14886790,3250000,,가공식품,잠실점,13,3.153846154,0.219512195,24,0
1855,176506700,19851000,4934800.0,수산품,본  점,58,2.706896552,0.649681529,6,1
1856,146071220,29503200,,농산물,본  점,44,5.431818182,0.39748954,7,1
1857,90000,18000,,가공식품,본  점,5,1.0,0.2,36,1
1858,540000,480000,,가공식품,부산본점,1,2.0,0.0,0,0
1859,68789200,14688000,20957000.0,캐주얼,영등포점,18,1.833333333,0.393939394,17,0
1860,3836400,3836400,,남성 캐주얼,본  점,1,1.0,0.0,0,1
1861,2126500,828000,,기타,잠실점,3,3.0,1.0,11,0
1862,18714500,15000000,,가공식품,본  점,9,1.444444444,1.0,21,1
1863,22473860,10612800,,기타,대전점,2,6.0,0.0,67,0
1864,96883080,11750000,,가공식품,본  점,29,4.137931034,0.208333333,12,0
1865,243078530,20760000,96720800.0,명품,광주점,76,1.973684211,0.166666667,4,0
1866,199619200,22092000,,화장품,일산점,41,2.463414634,0.861386139,8,1
1867,31499500,16320000,2960000.0,명품,본  점,9,1.555555556,0.5,25,1
1868,153143920,15650000,7619000.0,캐주얼,노원점,36,3.916666667,0.673758865,9,0
1869,268008500,55200000,39770000.0,명품,잠실점,29,1.448275862,0.0,12,0
1870,21727000,11750000,,골프,본  점,2,4.0,0.0,24,1
1871,0,6160000,6160000.0,시티웨어,분당점,2,1.0,1.0,0,0
1872,2137100,2100000,,가공식품,잠실점,2,2.0,1.0,111,1
1873,12831170,8400000,,시티웨어,잠실점,5,1.4,0.285714286,42,0
1874,41027000,12600000,,디자이너,잠실점,6,1.833333333,0.727272727,43,0
1875,8468000,4730000,,트래디셔널,일산점,2,1.5,1.0,21,1
1876,96547200,55200000,27600000.0,수산품,본  점,21,2.333333333,0.102040816,16,1
1877,303471330,85800000,123084400.0,농산물,본  점,125,2.272,0.179577465,2,0
1878,36000,36000,,가공식품,영등포점,1,1.0,0.0,0,1
1879,5809090,3225000,,젓갈/반찬,분당점,6,1.333333333,0.25,38,1
1880,55393200,6950000,6248000.0,디자이너,본  점,18,1.777777778,0.40625,18,0
1881,2794000,2794000,,아동,잠실점,1,1.0,0.0,0,1
1882,45097670,9882000,4730000.0,기타,일산점,18,6.777777778,0.483606557,19,1
1883,227362500,52400250,,디자이너,일산점,24,2.0,0.145833333,13,0
1884,39446060,25650000,,남성정장,분당점,6,2.333333333,0.214285714,44,0
1885,135000,135000,,구두,본  점,1,1.0,0.0,0,0
1886,0,1416000,1534000.0,시티웨어,영등포점,2,3.0,0.5,0,0
1887,1558390,1482250,,가공식품,본  점,2,1.5,0.666666667,13,1
1888,18809180,13055000,,가공식품,본  점,2,7.0,0.785714286,12,1
1889,580500,375000,,일용잡화,본  점,2,1.0,0.5,42,0
1890,29332100,5456000,,모피/피혁,영등포점,11,2.818181818,0.0,29,0
1891,19301080,5363200,90000.0,기타,본  점,14,3.071428571,0.651162791,19,1
1892,21359000,9504000,,화장품,영등포점,4,2.5,0.1,49,0
1893,2125000,2125000,,골프,본  점,1,1.0,1.0,0,1
1894,9271000,6946000,,스포츠,분당점,3,1.0,0.0,92,1
1895,1220000,988000,,명품,본  점,2,1.5,0.666666667,59,1
1896,15028000,15000000,,남성정장,본  점,2,1.0,0.5,162,1
1897,27271700,21318000,14499200.0,시티웨어,본  점,7,1.0,0.285714286,40,0
1898,303899920,23160000,10545000.0,화장품,광주점,83,1.843373494,0.209150327,4,0
1899,141820,36432000,36432000.0,커리어,잠실점,3,1.333333333,0.0,97,0
1900,1412000,1100000,,섬유잡화,본  점,2,1.5,1.0,18,0
1901,161739340,17750000,7487200.0,캐주얼,대전점,37,2.216216216,0.353658537,9,0
1902,154334880,40800000,12317000.0,가공식품,본  점,25,9.12,0.140350877,13,0
1903,74895400,13420000,3200000.0,스포츠,부산본점,12,2.416666667,0.448275862,28,0
1904,36672620,9762500,3105000.0,수산품,본  점,23,2.347826087,0.407407407,13,0
1905,1210000,1210000,,모피/피혁,미아점,1,1.0,0.0,0,0
1906,5972000,4492800,,구두,잠실점,1,3.0,1.0,0,1
1907,12569980,5700000,,젓갈/반찬,청량리점,6,2.5,0.133333333,13,0
1908,1580100,897000,,수산품,본  점,1,2.0,1.0,0,1
1909,4742400,2220400,,일용잡화,본  점,9,1.333333333,0.333333333,22,0
1910,305071430,157464000,1995000.0,기타,부산본점,33,2.333333333,0.311688312,10,0
1911,452161580,72480000,18760000.0,화장품,광주점,65,2.076923077,0.288888889,5,0
1912,73191900,37400000,4886400.0,기타,영등포점,13,2.769230769,0.333333333,26,0
1913,69904760,27214000,,기타,분당점,16,3.25,0.346153846,12,0
1914,3354000,3211000,,농산물,분당점,1,2.0,0.0,0,0
1915,11088600,4788000,,가공식품,강남점,3,9.0,0.0,6,0
1916,348802900,209440000,,가공식품,부산본점,12,3.416666667,0.43902439,24,0
1917,42240000,13152000,1950000.0,가공식품,노원점,15,2.4,0.055555556,22,1
1918,47709430,35856000,,가공식품,부평점,11,2.454545455,0.148148148,22,1
1919,3136000,2200000,,일용잡화,영등포점,3,1.333333333,0.0,17,0
1920,348063300,174547000,128432000.0,디자이너,부산본점,40,1.975,0.291139241,8,0
1921,32293050,12330000,,기타,분당점,19,5.526315789,0.247619048,17,0
1922,62041470,15312000,,시티웨어,분당점,20,2.2,0.386363636,17,0
1923,215991000,25473000,6880000.0,디자이너,본  점,18,1.333333333,0.541666667,19,0
1924,1816950,1600000,,수산품,청량리점,1,7.0,0.0,0,0
1925,32471070,3996000,,기타,노원점,22,2.863636364,0.142857143,15,0
1926,167463930,30912000,603000.0,수산품,본  점,19,3.631578947,0.173913043,17,0
1927,2493000,1225000,,일용잡화,잠실점,3,1.666666667,0.8,10,0
1928,235269600,24624000,12917000.0,디자이너,일산점,26,2.576923077,0.462686567,13,1
1929,627100,333000,,캐주얼,영등포점,2,2.0,0.0,69,1
1930,55173000,17825000,,명품,본  점,12,1.166666667,0.214285714,22,1
1931,1080000,1080000,,농산물,잠실점,1,1.0,0.0,0,0
1932,8889000,7992000,,건강식품,청량리점,2,1.0,0.5,8,1
1933,88622640,14256000,23047000.0,농산물,본  점,79,4.088607595,0.359133127,4,0
1934,1314800,1164800,,구두,본  점,1,2.0,1.0,0,1
1935,2595550,575000,,가공식품,일산점,10,2.5,0.04,34,1
1936,12563680,11970000,,농산물,분당점,3,2.0,0.0,92,1
1937,247567740,21505000,21092000.0,농산물,부산본점,87,4.494252874,0.350383632,4,0
1938,229288050,12738000,2005500.0,명품,본  점,63,1.73015873,0.302752294,5,0
1939,479800,207000,,차/커피,잠실점,2,2.5,0.0,16,1
1940,305112990,21735000,,화장품,부산본점,23,3.608695652,0.192771084,15,0
1941,222462420,18170000,21746000.0,농산물,본  점,52,3.576923077,0.134408602,6,0
1942,57526800,34000000,2486000.0,섬유잡화,강남점,9,1.888888889,0.117647059,36,0
1943,186500,102000,,가공식품,본  점,2,5.5,0.0,28,0
1944,4792000,4600000,,골프,분당점,1,2.0,1.0,0,1
1945,50600000,50600000,,대형가전,본  점,1,1.0,0.0,0,0
1946,462409540,62225000,130358000.0,골프,본  점,44,2.431818182,0.112149533,7,0
1947,714650,309100,,농산물,청량리점,1,6.0,0.0,0,1
1948,44566000,17760000,,기타,노원점,5,1.4,0.142857143,62,0
1949,1920000,1840000,,모피/피혁,분당점,1,2.0,1.0,0,0
1950,2783000,1125000,,화장품,강남점,3,1.333333333,0.75,36,0
1951,76109610,14066000,,기타,관악점,61,6.114754098,0.28150134,4,1
1952,86909620,14310000,,가공식품,청량리점,22,7.272727273,0.10625,15,0
1953,321841190,106656000,,축산가공,분당점,47,5.680851064,0.471910112,7,0
1954,33866150,3159200,2376000.0,캐주얼,잠실점,23,2.47826087,0.438596491,14,0
1955,7499000,5456000,,가공식품,동래점,2,7.5,0.0,15,0
1956,9602230,6336000,6244000.0,가공식품,잠실점,14,2.5,0.342857143,22,0
1957,9591000,5000000,3384000.0,골프,부산본점,3,1.666666667,0.4,2,0
1958,18926000,7038000,,기타,본  점,5,2.6,0.307692308,7,1
1959,4825000,2125000,,남성 캐주얼,본  점,3,1.0,0.0,38,1
1960,372775300,206208000,975000.0,기타,안양점,24,2.5,0.133333333,14,0
1961,343420,343420,,육류,분당점,1,1.0,1.0,0,1
1962,37438000,23760000,,스포츠,잠실점,2,3.0,0.5,90,1
1963,641114290,144840000,21574000.0,아동,본  점,19,3.263157895,0.516129032,18,1
1964,147752300,57800000,2700000.0,생활잡화,잠실점,17,2.058823529,0.171428571,19,0
1965,329290250,33166000,,디자이너,잠실점,19,2.473684211,0.255319149,18,0
1966,34545600,5980000,,가공식품,노원점,10,7.1,0.169014085,32,0
1967,4527000,4347000,,차/커피,영등포점,2,1.5,0.0,98,0
1968,25285000,9200000,,화장품,부산본점,7,1.571428571,0.727272727,42,0
1969,1056306300,57576000,36875000.0,시티웨어,강남점,107,2.327102804,0.369477912,3,0
1970,62885200,23975000,9225000.0,기타,강남점,29,3.482758621,0.217821782,11,0
1971,12221100,4020000,,기타,잠실점,8,1.75,0.0,30,0
1972,273454680,55200000,1488800.0,농산물,인천점,67,2.940298507,0.279187817,5,0
1973,35736400,3960000,,화장품,잠실점,15,1.533333333,0.0,21,0
1974,201160,90000,,일용잡화,잠실점,1,6.0,0.0,0,0
1975,702697500,325000000,,남성 캐주얼,본  점,6,1.0,0.666666667,39,1
1976,409000,345000,,피혁잡화,본  점,1,3.0,1.0,0,1
1977,135000,135000,,스포츠,강남점,1,1.0,0.0,0,0
1978,82975880,19000000,2344260.0,화장품,본  점,38,1.973684211,0.106666667,9,0
1979,975000,4140000,4320000.0,모피/피혁,잠실점,2,2.5,0.6,0,1
1980,276000,216000,,젓갈/반찬,본  점,1,4.0,0.0,0,1
1981,56869140,14550000,,기타,잠실점,15,2.333333333,0.485714286,19,0
1982,73209200,34270000,5953000.0,가공식품,잠실점,14,2.214285714,0.709677419,10,1
1983,341100,217800,,기타,잠실점,1,4.0,0.0,0,0
1984,270000,270000,,건강식품,잠실점,1,1.0,0.0,0,0
1985,15429780,3276000,,가공식품,본  점,10,2.3,0.47826087,32,0
1986,21344670,6692400,,농산물,부산본점,12,2.833333333,0.176470588,23,0
1987,44170540,22000000,975000.0,가공식품,본  점,64,2.78125,0.308988764,5,1
1988,215296040,62160000,2260800.0,기타,일산점,44,2.136363636,0.574468085,7,1
1989,6258000,6258000,,생활잡화,부산본점,1,1.0,0.0,0,1
1990,4965700,2762500,,주방용품,본  점,2,1.5,0.333333333,88,0
1991,11694450,10095000,10095000.0,농산물,센텀시티점,4,3.0,0.0,64,0
1992,35355600,7222000,,모피/피혁,영등포점,7,4.428571429,0.032258065,36,0
1993,379766890,14304000,6178000.0,농산물,부평점,171,6.67251462,0.388255916,2,0
1994,35246950,6740000,,기타,본  점,10,2.8,0.392857143,25,0
1995,162217660,86400000,,농산물,분당점,6,3.0,0.944444444,17,1
1996,5131720,1214400,,젓갈/반찬,본  점,12,3.416666667,0.219512195,25,1
1997,94194240,14875000,,농산물,분당점,28,3.25,0.362637363,12,1
1998,928230,740600,,축산가공,대전점,1,4.0,0.0,0,1
1999,102616010,12719000,,농산물,부산본점,36,5.777777778,0.100961538,9,0
2000,311250,130800,,가공식품,분당점,1,5.0,0.0,0,0
2001,5998200,3600000,,기타,일산점,4,1.75,0.142857143,48,1
2002,601400,291250,,차/커피,일산점,1,9.0,0.0,0,0
2003,41033000,26208000,,피혁잡화,부산본점,2,1.5,1.0,21,1
2004,776000,776000,,명품,본  점,1,1.0,0.0,0,1
2005,128541320,15360100,18506900.0,농산물,본  점,81,2.234567901,0.160220994,4,0
2006,46020290,12636000,,트래디셔널,잠실점,5,2.0,0.0,54,1
2007,35417800,3936000,3652000.0,가공식품,잠실점,47,4.787234043,0.271111111,7,0
2008,7465000,2640000,,골프,부산본점,1,3.0,1.0,0,1
2009,28651170,3312000,,가공식품,본  점,35,4.457142857,0.16025641,9,0
2010,346650600,120000000,89659100.0,기타,일산점,65,2.138461538,0.244604317,5,0
2011,182648020,47978000,912000.0,가공식품,부산본점,16,4.5,0.472222222,16,0
2012,15250860,4800000,1920000.0,시티웨어,본  점,18,2.611111111,0.446808511,13,0
2013,7425000,4475000,,시티웨어,분당점,2,1.0,0.5,114,0
2014,114160300,17500000,4542500.0,기타,본  점,65,2.938461538,0.073298429,5,0
2015,637076880,28686000,13499000.0,화장품,부산본점,48,3.270833333,0.210191083,7,0
2016,2791400,1581600,,가공식품,본  점,3,3.0,0.555555556,38,0
2017,2375000,2375000,,화장품,잠실점,1,1.0,0.0,0,0
2018,80667100,12648000,2713200.0,기타,본  점,19,2.736842105,0.538461538,14,0
2019,10335000,6210000,,골프,영등포점,2,1.5,0.333333333,15,1
2020,85000,51000,,가공식품,본  점,1,3.0,0.0,0,0
2021,1483350,938000,,축산가공,일산점,2,2.5,0.0,65,1
2022,9500000,9500000,,남성정장,청량리점,1,1.0,0.0,0,1
2023,1243500,1237500,,건강식품,청량리점,2,1.0,0.0,26,1
2024,134202600,47424000,,건강식품,본  점,8,1.25,0.6,42,1
2025,53505940,12705000,,농산물,본  점,9,5.666666667,0.235294118,34,0
2026,8467000,4717500,,시티웨어,관악점,1,3.0,1.0,0,0
2027,11799000,6000000,,가공식품,강남점,4,3.5,0.214285714,35,1
2028,4828600,3024000,,가공식품,안양점,5,3.2,0.875,44,1
2029,4512000,4512000,,주방가전,영등포점,1,1.0,1.0,0,0
2030,245400,136400,,축산가공,분당점,1,5.0,0.0,0,1
2031,9086000,6490000,,트래디셔널,대구점,2,1.0,0.0,98,1
2032,92253010,71587000,14750000.0,시티웨어,본  점,6,1.833333333,0.818181818,54,0
2033,42976970,22500000,15675000.0,육류,부산본점,31,1.935483871,0.583333333,11,1
2034,5262400,5262400,,디자이너,본  점,1,1.0,0.0,0,0
2035,260000,260000,,소형가전,잠실점,1,1.0,0.0,0,1
2036,15466500,4536000,,남성 캐주얼,잠실점,4,2.0,0.25,17,1
2037,55421700,15329500,2828000.0,디자이너,본  점,24,1.75,0.119047619,13,0
2038,3300000,3300000,,시티웨어,본  점,1,1.0,0.0,0,0
2039,54476550,10440000,,농산물,본  점,22,2.727272727,0.466666667,14,0
2040,148828800,106513000,,가공식품,본  점,13,2.076923077,0.037037037,23,0
2041,885400,460000,,가공식품,본  점,2,2.5,0.0,142,0
2042,1960000,1881600,,셔츠,관악점,1,2.0,0.0,0,1
2043,40000,40000,,수산품,본  점,1,1.0,0.0,0,1
2044,15109000,4280000,,명품,부산본점,5,2.2,0.0,41,0
2045,10142000,2950000,,시티웨어,본  점,4,2.25,0.0,25,0
2046,7900000,5000000,,모피/피혁,본  점,2,1.5,0.0,6,0
2047,26910700,3450000,441000.0,시티웨어,영등포점,19,2.0,0.0,16,0
2048,2304000,2208000,,섬유잡화,부산본점,1,2.0,1.0,0,0
